"23.703610,120.413295,1","23.698812,120.394894,1","23.702549,120.421311,2","23.711690,120.402288,1","23.718280,120.389380,1","23.715208,120.390002,1","23.709830,120.379025,1","23.699516,120.377351,1","23.695459,120.417680,1","23.695000,120.426538,1","23.685920,120.422832,1","23.690287,120.428366,1","23.695472,120.404578,1","23.681623,120.401369,1","23.682520,120.404091,1","23.672969,120.397832,1","23.681516,120.400474,1","23.702907,120.407884,1","23.705115,120.401750,1","23.689751,120.398900,1","23.710641,120.411409,1","23.699655,120.404186,1","23.709229,120.421112,1","23.706560,120.413075,1","23.728575,120.477581,1","23.729400,120.487552,1","23.715182,120.426769,1","23.740724,120.453861,1","23.725073,120.454544,1","23.745191,120.443657,1","23.729973,120.426746,1","23.720618,120.426752,2","23.715710,120.416240,2","23.725206,120.409480,3","23.728152,120.407557,2","23.712924,120.414490,3","23.721230,120.402829,2","23.730205,120.409098,2","23.741283,120.464314,3","23.739933,120.465037,3","23.742404,120.478686,3","23.740500,120.475381,2","23.740540,120.484462,1","23.750864,120.461997,4","23.731603,120.469960,1","23.747021,120.456551,3","23.740700,120.464959,2","23.734799,120.466990,4","23.729474,120.447467,2","23.734405,120.449870,2","23.725853,120.467840,3","23.724980,120.460725,2","23.678829,120.389411,1","23.733204,120.480266,4","23.717803,120.473940,2","23.724420,120.495270,1","23.690228,120.437420,2","23.700016,120.445936,1","23.680966,120.431909,1","23.694520,120.446807,2","23.701014,120.442695,2","23.686105,120.437520,2","23.708070,120.468744,2","23.714615,120.470770,2","23.711130,120.474252,2","23.702468,120.480241,2","23.719270,120.483238,2","23.729077,120.480071,2","23.722417,120.398023,1","23.742701,120.404230,2","23.722602,120.418060,1","23.712188,120.410220,2","23.716670,120.406550,2","23.722243,120.409437,3","23.721050,120.403944,1","23.711707,120.418132,1","23.721140,120.407380,2","23.707870,120.407627,1","23.704060,120.399790,1","23.719116,120.411320,1","23.701262,120.390890,1","23.714860,120.392548,1","23.702697,120.394610,1","23.720224,120.393040,1","23.706777,120.369685,1","23.699550,120.369780,1"
0,0,0,0,144.514,0,0,0,0,0,0.429,0,0,0,0,0,0,0,0,0,0,0,0.358,0,0,0,0,0,0,0,0,0,0,14.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,164.741,0,248.729,219.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.645,63.822,0,0,0,0,0,0,0,0,0,0,0,0,342.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,115.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.524,0,0,0,0,0,0,0,0,0,142.003,0,0,0,135.497,0,0,300.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,26.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.888,0,0,0,0,59.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.374,0,0,0,0,0,0,0,0,56.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,91.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.658,0,0,0,0,0,0,0,10.032,0,0,0,0,0,0,0,0,0,0,0,0,0,27.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,394.901,88.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.347,0,0,0,0,0,0,0,0,0,0,28.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.695,0,0,0,0,0,0,0,0,0,0,0,0,222.595,0,0
0,0,0,0,0,236.239,22.857,0,0,0,0,0,2.56,0,0,0,99.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.194,0,0,0,0,0,0,0,0,0,0,21.803,0,0,0,0,0,49.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.733,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,166.36,37.563,0,0,0,0,0,214.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.546,0,0,0,0,0,0,0,0,0,0,25.645,0,0,138.438,0,0,0,0,0,0,0,95.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.655,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11.719,0,0,0,0,134.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.504,0,0,0,0,113.369,59.305,0,96.258,116.305,0,50.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.098,0,0,0,76.232,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,216.755,0,0,0,0,62.525,0,0,0,0,0,76.149,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,20.455,0,0,0,0,0,0,0,0,0,0,0,147.551,0,145.656,0,0,76.697,0,0,0,0,60.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.474,0,0,0,0,0,0,0,0,0,0,0.535,0,0
0,0,0,0,0,0,0,0,41.799,0,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.333,0,0,0,0,0,0,0,84.502,0,0,0,0,0,0,0,0,0,0,0,0,0,71.36,0,0,0,0,0,0,0,0,0,0,0,0,391.899,0,0,0,19.123,0,0,0,0,0,0,0,0,0,0,0,0,6.747
0,0,0,0,0,0,0,0,112.934,44.695,101.929,24.762,1.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.466,0,0,0,0,0,0,0,0,0,0,0,0,81.277,144.604,443.541,0,0,0,0,0,0,35.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.433,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,104.519,123.487,132.284,105.719,0,0,0,0,0,0,192.789,0,0,0,0,0,0,0,0,0,0,0,0,0,21.775,0,0,0,0,0,0,0,0,0,0,72.202,0,0,0,50.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.752,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23.055,42.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.574,0,0,21.803,0,0,0,0,0,0,0,98.14,0,0,31.911,151.061,0,144.463,115.068,0,0,0,0,0,0,59.534,0,0,0,125.037,0,0,0,0,0,0,0,0,0,0,0,0,37.642,0,0,0,0,0,0,0,145.745,0,0,0,0,0
0,0,0,0,0,497.59,0,138.599,118.268,0,15.206,25.638,0,0,0,0,0,0,0,0,3.212,0,0,0,0,0,0,0,0,0,0,0,57.901,21.738,0,0,0,0,0,0,0,0,124.665,0,41.796,99.218,0,0,112.107,0,0,0,0,0,0,1.623,0,53.273,131.425,0,0,96.238,0,0,0,0,0,0,286.122,0,0,23.494,38,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,377.422,0,0,0,0,0,0,13.587,17.204,0,0,0,0,44.718,0,0,0,44.421,0,0,0,494.863,0,0,0,0,0,191.178,0,0,29.657,0,0,0,0,0,0,0,0,0,0,57.721,0,0,143.344,77.638,0,79.366,0,0,0,0,138.322,122.273,181.34,201.078,49.83,0,130.296,0,0,0,0,0,0,0,0,0,0,36.697,0,0,198.927,0,101.113,0,0,0,0,0,0,0,0
